Country,Year,Value,Resource,Metric
Romania,2011.0,88.51630136986302,Oil,Production
United Kingdom,2011.0,1113.791569589041,Oil,Production
Other Europe,2011.0,335.18249360166794,Oil,Production
Total Europe,2011.0,3930.355116438261,Oil,Production
Azerbaijan,2011.0,920.481890410959,Oil,Production
Kazakhstan,2011.0,1684.0448356164386,Oil,Production
Russian Federation,2011.0,10533.363502873139,Oil,Production
Turkmenistan,2011.0,234.0876712328767,Oil,Production
Uzbekistan,2011.0,80.02391794520548,Oil,Production
Other CIS,2011.0,35.992,Oil,Production
Total CIS,2011.0,13487.993818078621,Oil,Production
Iran,2011.0,4452.404109589043,Oil,Production
Iraq,2011.0,2773.2552054794523,Oil,Production
Kuwait,2011.0,2917.645205479454,Oil,Production
Oman,2011.0,884.9202739726028,Oil,Production
Qatar,2011.0,1824.3488301369864,Oil,Production
Saudi Arabia,2011.0,11079.228786249589,Oil,Production
Syria,2011.0,352.8247,Oil,Production
United Arab Emirates,2011.0,3274.958,Oil,Production
Yemen,2011.0,220.42430000000002,Oil,Production
Other Middle East,2011.0,201.46901369863016,Oil,Production
Total Middle East,2011.0,27981.478424605757,Oil,Production
Algeria,2011.0,1641.5032054794524,Oil,Production
Angola,2011.0,1670.3999368814025,Oil,Production
Chad,2011.0,113.6986301369863,Oil,Production
Republic of Congo ,2011.0,300.56260000000003,Oil,Production
Egypt,2011.0,714.3418109984256,Oil,Production
Equatorial Guinea,2011.0,300.64309589041096,Oil,Production
Gabon,2011.0,236.28200000000007,Oil,Production
Libya,2011.0,512.0410949596248,Oil,Production
Nigeria,2011.0,2458.8285808219175,Oil,Production
South Sudan,2011.0,0.0,Oil,Production
Sudan,2011.0,291.0022712328767,Oil,Production
Tunisia,2011.0,73.12636575342466,Oil,Production
Other Africa,2011.0,199.7243450354096,Oil,Production
Total Africa,2011.0,8512.15393718993,Oil,Production
Australia,2011.0,478.88716614743447,Oil,Production
Brunei,2011.0,165.36211616552396,Oil,Production
China,2011.0,4074.1846986301375,Oil,Production
India,2011.0,937.3756558904112,Oil,Production
Indonesia,2011.0,952.2847583561643,Oil,Production
Malaysia,2011.0,659.3441566630553,Oil,Production
Thailand,2011.0,429.00558739726034,Oil,Production
Vietnam,2011.0,315.7657534246576,Oil,Production
Other Asia Pacific,2011.0,299.19933505695724,Oil,Production
Total Asia Pacific,2011.0,8311.409227731603,Oil,Production
Total World,2011.0,84024.43318237497,Oil,Production
of which: OECD,2011.0,19530.16435314033,Oil,Production
                 Non-OECD,2011.0,64494.26882923466,Oil,Production
                 OPEC,2011.0,32702.372966140723,Oil,Production
                 Non-OPEC ,2011.0,51322.06021623429,Oil,Production
                 European Union #,2011.0,597.991670909887,Oil,Production
Canada,2012.0,3740.2376773579285,Oil,Production
Mexico,2012.0,2911.098071038252,Oil,Production
US,2012.0,8931.918540983606,Oil,Production
Total North America,2012.0,15583.254289379787,Oil,Production
Argentina,2012.0,656.6560847174703,Oil,Production
Brazil,2012.0,2144.8469651709233,Oil,Production
Colombia,2012.0,944.1192267759562,Oil,Production
Ecuador,2012.0,504.61553559289615,Oil,Production
Guyana,2012.0,0.0,Oil,Production
Peru,2012.0,157.23299453551914,Oil,Production
Trinidad & Tobago,2012.0,116.95233060109288,Oil,Production
Venezuela,2012.0,2703.7341912568304,Oil,Production
Other S. & Cent. America,2012.0,147.81194569085838,Oil,Production
Total S. & Cent. America,2012.0,7375.969274341547,Oil,Production
Denmark,2012.0,204.23533494535522,Oil,Production
Italy,2012.0,111.64176482172131,Oil,Production
Norway,2012.0,1930.2826485272406,Oil,Production
Romania,2012.0,83.07049180327868,Oil,Production
United Kingdom,2012.0,947.2613601092897,Oil,Production
Other Europe,2012.0,336.83227065700635,Oil,Production
Total Europe,2012.0,3613.323870863892,Oil,Production
Azerbaijan,2012.0,873.3072677595628,Oil,Production
Kazakhstan,2012.0,1662.391306010929,Oil,Production
Russian Federation,2012.0,10655.733492474854,Oil,Production
Turkmenistan,2012.0,244.1967213114754,Oil,Production
Uzbekistan,2012.0,71.62431693989072,Oil,Production
Other CIS,2012.0,35.27934426229508,Oil,Production
Total CIS,2012.0,13542.532448759008,Oil,Production
Iran,2012.0,3809.756147540983,Oil,Production
Iraq,2012.0,3078.5027322404376,Oil,Production
Kuwait,2012.0,3172.786939890711,Oil,Production
Oman,2012.0,918.4718579234973,Oil,Production
Qatar,2012.0,1920.3350967373208,Oil,Production
Saudi Arabia,2012.0,11621.794282987968,Oil,Production
Syria,2012.0,171.0,Oil,Production
United Arab Emirates,2012.0,3394.1154366120218,Oil,Production
Yemen,2012.0,180.21879502593492,Oil,Production
Other Middle East,2012.0,183.84073770491807,Oil,Production
Total Middle East,2012.0,28450.822026663795,Oil,Production
Algeria,2012.0,1536.8090710382514,Oil,Production
Angola,2012.0,1734.0636514441842,Oil,Production
Chad,2012.0,100.81967213114754,Oil,Production
Republic of Congo ,2012.0,279.9701,Oil,Production
Egypt,2012.0,715.2958180209921,Oil,Production
Equatorial Guinea,2012.0,319.7266229508196,Oil,Production
Gabon,2012.0,221.14800000000005,Oil,Production
Libya,2012.0,1472.6639356591402,Oil,Production
Nigeria,2012.0,2409.2575218579236,Oil,Production
South Sudan,2012.0,31.040999999999993,Oil,Production
Sudan,2012.0,103.1075,Oil,Production
Tunisia,2012.0,73.20720016393443,Oil,Production
Other Africa,2012.0,208.2022182155526,Oil,Production
Total Africa,2012.0,9205.312311481948,Oil,Production
Australia,2012.0,472.33335072243153,Oil,Production
Brunei,2012.0,159.0315762694818,Oil,Production
China,2012.0,4155.228797814208,Oil,Production
India,2012.0,926.0497846994535,Oil,Production
Indonesia,2012.0,916.819249180328,Oil,Production
Malaysia,2012.0,662.626224881445,Oil,Production
Thailand,2012.0,470.76413551912566,Oil,Production
Vietnam,2012.0,346.71756830601095,Oil,Production
Other Asia Pacific,2012.0,287.5505386786384,Oil,Production
Total Asia Pacific,2012.0,8397.121226071124,Oil,Production
Total World,2012.0,86168.3354475611,Oil,Production
of which: OECD,2012.0,20469.9291472681,Oil,Production
                 Non-OECD,2012.0,65698.406300293,Oil,Production
                 OPEC,2012.0,34020.26498203509,Oil,Production
                 Non-OPEC ,2012.0,52148.07046552601,Oil,Production
                 European Union #,2012.0,572.2070960524982,Oil,Production
Canada,2013.0,4000.410964587072,Oil,Production
Mexico,2013.0,2874.752438356165,Oil,Production
US,2013.0,10101.199000000002,Oil,Production
Total North America,2013.0,16976.36240294324,Oil,Production
Argentina,2013.0,644.3725277504599,Oil,Production
Brazil,2013.0,2109.9381406001507,Oil,Production
Colombia,2013.0,1009.8716958065755,Oil,Production
Ecuador,2013.0,527.353560520548,Oil,Production
Guyana,2013.0,0.0,Oil,Production
Peru,2013.0,171.3228164383562,Oil,Production
Trinidad & Tobago,2013.0,115.60273150684931,Oil,Production
Venezuela,2013.0,2680.356164383562,Oil,Production
Other S. & Cent. America,2013.0,152.02523907605624,Oil,Production
Total S. & Cent. America,2013.0,7410.842876082556,Oil,Production
Denmark,2013.0,178.17798887671236,Oil,Production
Italy,2013.0,114.12588875426303,Oil,Production
Norway,2013.0,1849.0708423805484,Oil,Production
Romania,2013.0,85.98282191780822,Oil,Production
United Kingdom,2013.0,865.3436778082194,Oil,Production
Other Europe,2013.0,343.7826741834729,Oil,Production
Total Europe,2013.0,3436.4838939210244,Oil,Production
Azerbaijan,2013.0,878.3482054794521,Oil,Production
Kazakhstan,2013.0,1720.1338739726027,Oil,Production
Russian Federation,2013.0,10806.839889771445,Oil,Production
Turkmenistan,2013.0,255.6438356164383,Oil,Production
Uzbekistan,2013.0,68.77312684931508,Oil,Production
Other CIS,2013.0,35.088,Oil,Production
Total CIS,2013.0,13764.826931689253,Oil,Production
Iran,2013.0,3609.229863013699,Oil,Production
Iraq,2013.0,3099.471232876712,Oil,Production
Kuwait,2013.0,3133.563424657534,Oil,Production
Oman,2013.0,941.9493150684933,Oil,Production
Qatar,2013.0,1933.8220495732555,Oil,Production
Saudi Arabia,2013.0,11392.926634692663,Oil,Production
Syria,2013.0,59.1644,Oil,Production
United Arab Emirates,2013.0,3539.9973656164384,Oil,Production
Yemen,2013.0,198.3895373200717,Oil,Production
Other Middle East,2013.0,208.4725890410959,Oil,Production
Total Middle East,2013.0,28116.98641185997,Oil,Production
Algeria,2013.0,1485.2330410958905,Oil,Production
Angola,2013.0,1737.851673972603,Oil,Production
Chad,2013.0,90.63539721179771,Oil,Production
Republic of Congo ,2013.0,242.54909999999998,Oil,Production
Egypt,2013.0,709.8149329575365,Oil,Production
Equatorial Guinea,2013.0,282.13652328767125,Oil,Production
Gabon,2013.0,213.40499999999994,Oil,Production
Libya,2013.0,1011.7534265313137,Oil,Production
Nigeria,2013.0,2275.5257589041094,Oil,Production
South Sudan,2013.0,99.72880000000002,Oil,Production
Sudan,2013.0,117.85339999999998,Oil,Production
Tunisia,2013.0,67.9267374520548,Oil,Production
Other Africa,2013.0,242.5112104483538,Oil,Production
Total Africa,2013.0,8576.925001861331,Oil,Production
Australia,2013.0,400.5602318302204,Oil,Production
Brunei,2013.0,135.15639732887388,Oil,Production
China,2013.0,4216.442627534247,Oil,Production
India,2013.0,920.9891134246576,Oil,Production
Indonesia,2013.0,870.9885972602739,Oil,Production
Malaysia,2013.0,627.016168527286,Oil,Production
Thailand,2013.0,465.578215890411,Oil,Production
Vietnam,2013.0,346.46868493150686,Oil,Production
Other Asia Pacific,2013.0,270.27820832148194,Oil,Production
Total Asia Pacific,2013.0,8253.47824504896,Oil,Production
Total World,2013.0,86535.9057634063,Oil,Production
of which: OECD,2013.0,21670.064803621317,Oil,Production
                 Non-OECD,2013.0,64865.84095978501,Oil,Production
                 OPEC,2013.0,32966.147535059594,Oil,Production
                 Non-OPEC ,2013.0,53569.75822834672,Oil,Production
                 European Union #,2013.0,558.9266030747224,Oil,Production
Canada,2014.0,4270.529902644396,Oil,Production
Mexico,2014.0,2784.2008438356165,Oil,Production
US,2014.0,11796.025342465759,Oil,Production
Total North America,2014.0,18850.75608894577,Oil,Production
Argentina,2014.0,637.593411475141,Oil,Production
Brazil,2014.0,2341.3719734243164,Oil,Production
Colombia,2014.0,990.3790511333896,Oil,Production
Ecuador,2014.0,556.5539028712328,Oil,Production
Guyana,2014.0,0.0,Oil,Production
Peru,2014.0,175.22546575342463,Oil,Production
Trinidad & Tobago,2014.0,114.1154191780822,Oil,Production
Venezuela,2014.0,2692.493150684932,Oil,Production
Other S. & Cent. America,2014.0,153.6156911667515,Oil,Production
Total S. & Cent. America,2014.0,7661.348065687271,Oil,Production
Denmark,2014.0,166.84044769863016,Oil,Production
Italy,2014.0,119.58407558881646,Oil,Production
Norway,2014.0,1894.4477083638153,Oil,Production
Romania,2014.0,84.36857534246575,Oil,Production
United Kingdom,2014.0,853.5541109589042,Oil,Production
Other Europe,2014.0,340.9088369148753,Oil,Production
Total Europe,2014.0,3459.703754867507,Oil,Production
Azerbaijan,2014.0,851.1268356164385,Oil,Production
Kazakhstan,2014.0,1700.5628328767125,Oil,Production
Russian Federation,2014.0,10927.102235449962,Oil,Production
Turkmenistan,2014.0,263.24383561643833,Oil,Production
Uzbekistan,2014.0,62.62210849315069,Oil,Production
Other CIS,2014.0,35.03,Oil,Production
Total CIS,2014.0,13839.687848052703,Oil,Production
Iran,2014.0,3714.137123287671,Oil,Production
Iraq,2014.0,3238.630136986301,Oil,Production
Kuwait,2014.0,3105.8546575342466,Oil,Production
Oman,2014.0,943.4789041095889,Oil,Production
Qatar,2014.0,1891.7964002782533,Oil,Production
Saudi Arabia,2014.0,11518.822724324442,Oil,Production
Syria,2014.0,33.0,Oil,Production
United Arab Emirates,2014.0,3592.488554246576,Oil,Production
Yemen,2014.0,153.37195551624038,Oil,Production
Other Middle East,2014.0,213.75197534246573,Oil,Production
Total Middle East,2014.0,28405.332431625786,Oil,Production
Algeria,2014.0,1589.092602739726,Oil,Production
Angola,2014.0,1701.3738257534246,Oil,Production
Chad,2014.0,88.80447873605114,Oil,Production
Republic of Congo ,2014.0,253.17640000000003,Oil,Production
Egypt,2014.0,714.4455315068493,Oil,Production
Equatorial Guinea,2014.0,284.39848493150686,Oil,Production
Gabon,2014.0,210.905,Oil,Production
Libya,2014.0,495.15068576768846,Oil,Production
Nigeria,2014.0,2273.466271232877,Oil,Production
South Sudan,2014.0,155.35159999999996,Oil,Production
Sudan,2014.0,119.6045,Oil,Production
Tunisia,2014.0,62.90497789041097,Oil,Production
Other Africa,2014.0,247.4341760220634,Oil,Production
Total Africa,2014.0,8196.108534580597,Oil,Production
Australia,2014.0,420.25562760240126,Oil,Production
Brunei,2014.0,126.42074429135539,Oil,Production
China,2014.0,4245.957726027397,Oil,Production
India,2014.0,914.1029375075403,Oil,Production
Indonesia,2014.0,846.9823912328767,Oil,Production
Malaysia,2014.0,648.8243877053682,Oil,Production
Thailand,2014.0,463.8961764383561,Oil,Production
Vietnam,2014.0,325.0460273972603,Oil,Production
Other Asia Pacific,2014.0,292.08372832095415,Oil,Production
Total Asia Pacific,2014.0,8283.56974652351,Oil,Production
Total World,2014.0,88696.50647028316,Oil,Production
of which: OECD,2014.0,23579.52305057646,Oil,Production
                 Non-OECD,2014.0,65116.98341970668,Oil,Production
                 OPEC,2014.0,32968.61579173597,Oil,Production
                 Non-OPEC ,2014.0,55727.89067854716,Oil,Production
                 European Union #,2014.0,553.4220449146507,Oil,Production
Canada,2015.0,4388.135577667829,Oil,Production
Mexico,2015.0,2586.54057260274,Oil,Production
US,2015.0,12774.225013698631,Oil,Production
Total North America,2015.0,19748.9011639692,Oil,Production
Argentina,2015.0,646.3601658817581,Oil,Production
Brazil,2015.0,2524.9870678129687,Oil,Production
Colombia,2015.0,1005.5744356164383,Oil,Production
Ecuador,2015.0,543.0948606027396,Oil,Production
Guyana,2015.0,0.0,Oil,Production
Peru,2015.0,152.9523095890411,Oil,Production
Trinidad & Tobago,2015.0,108.74644657534246,Oil,Production
Venezuela,2015.0,2863.871,Oil,Production
Other S. & Cent. America,2015.0,145.90902812624873,Oil,Production
Total S. & Cent. America,2015.0,7991.495314204537,Oil,Production
Denmark,2015.0,157.79915583561643,Oil,Production
Italy,2015.0,113.4675573088247,Oil,Production
Norway,2015.0,1952.6249940404293,Oil,Production
Romania,2015.0,83.49484931506849,Oil,Production
United Kingdom,2015.0,963.5287679452053,Oil,Production
Other Europe,2015.0,330.553231898027,Oil,Production
Total Europe,2015.0,3601.4685563431713,Oil,Production
Azerbaijan,2015.0,841.2962328767123,Oil,Production
Kazakhstan,2015.0,1671.9516082191783,Oil,Production
Russian Federation,2015.0,11086.796305587195,Oil,Production
Turkmenistan,2015.0,270.84383561643835,Oil,Production
Uzbekistan,2015.0,59.53269273972602,Oil,Production
Other CIS,2015.0,35.534600000000005,Oil,Production
Total CIS,2015.0,13965.95527503925,Oil,Production
Iran,2015.0,3852.759884931507,Oil,Production
Iraq,2015.0,3985.9698904109587,Oil,Production
Kuwait,2015.0,3069.3625561643835,Oil,Production
Oman,2015.0,981.0898630136988,Oil,Production
Qatar,2015.0,1844.085788797624,Oil,Production
Saudi Arabia,2015.0,11997.937984443728,Oil,Production
Syria,2015.0,27.0,Oil,Production
United Arab Emirates,2015.0,3875.7782302185897,Oil,Production
Yemen,2015.0,54.110265512335786,Oil,Production
Other Middle East,2015.0,212.75296712328768,Oil,Production
Total Middle East,2015.0,29900.847430616115,Oil,Production
Algeria,2015.0,1557.6652328767123,Oil,Production
Angola,2015.0,1795.6461884931507,Oil,Production
Chad,2015.0,110.61388069107186,Oil,Production
Republic of Congo ,2015.0,234.2085,Oil,Production
Egypt,2015.0,726.2454794520548,Oil,Production
Equatorial Guinea,2015.0,259.73140273972604,Oil,Production
Gabon,2015.0,213.53999999999996,Oil,Production
Libya,2015.0,412.3972602739726,Oil,Production
Nigeria,2015.0,2198.9298410958904,Oil,Production
South Sudan,2015.0,147.73770141601562,Oil,Production
Sudan,2015.0,109.06215616438354,Oil,Production
Tunisia,2015.0,56.92026931262786,Oil,Production
Other Africa,2015.0,276.72468644690383,Oil,Production
Total Africa,2015.0,8099.422598962509,Oil,Production
Australia,2015.0,378.47888651033475,Oil,Production
Brunei,2015.0,126.75415576574768,Oil,Production
China,2015.0,4308.835068493151,Oil,Production
India,2015.0,904.3291140318399,Oil,Production
Indonesia,2015.0,837.6465572602741,Oil,Production
Malaysia,2015.0,696.3237971890352,Oil,Production
Thailand,2015.0,480.66610301369866,Oil,Production
Vietnam,2015.0,351.5654794520548,Oil,Production
Other Asia Pacific,2015.0,293.1925071631695,Oil,Production
Total Asia Pacific,2015.0,8377.791668879305,Oil,Production
Total World,2015.0,91685.88200801412,Oil,Production
of which: OECD,2015.0,24596.851622631533,Oil,Production
                 Non-OECD,2015.0,67089.03038538253,Oil,Production
                 OPEC,2015.0,34522.15178315547,Oil,Production
                 Non-OPEC ,2015.0,57163.73022485861,Oil,Production
                 European Union #,2015.0,533.9383439191805,Oil,Production
Canada,2016.0,4463.6388472088665,Oil,Production
Mexico,2016.0,2455.799885245902,Oil,Production
US,2016.0,12359.294169398905,Oil,Production
Total North America,2016.0,19278.732901853673,Oil,Production
Argentina,2016.0,609.7357514246842,Oil,Production
Brazil,2016.0,2607.419689937827,Oil,Production
Colombia,2016.0,885.8984335519126,Oil,Production
Ecuador,2016.0,548.3918326502734,Oil,Production
Guyana,2016.0,0.0,Oil,Production
Peru,2016.0,140.70224316939894,Oil,Production
Trinidad & Tobago,2016.0,96.6609180327869,Oil,Production
Venezuela,2016.0,2565.503,Oil,Production
Other S. & Cent. America,2016.0,135.22544668714062,Oil,Production
