,Country,Year,Value,Resource,Metric,Price
10814,Russian Federation,1978,0,Natural Gas,Production,
10815,Turkmenistan,1978,0,Natural Gas,Production,
10816,Uzbekistan,1978,0,Natural Gas,Production,
10817,Other CIS,1978,0,Natural Gas,Production,
10818,Total CIS,1978,12.69205093,Natural Gas,Production,
10819,Bahrain,1978,0.097845517,Natural Gas,Production,
10820,Iran,1978,0.317714989,Natural Gas,Production,
10821,Iraq,1978,0.041758198,Natural Gas,Production,
10822,Israel,1978,0.001942732,Natural Gas,Production,
10823,Kuwait,1978,0.161458194,Natural Gas,Production,
10824,Oman,1978,0.01089153,Natural Gas,Production,
10825,Qatar,1978,0.055107541,Natural Gas,Production,
10826,Saudi Arabia,1978,0.194153398,Natural Gas,Production,
10827,Syria,1978,0.0012132,Natural Gas,Production,
10828,United Arab Emirates,1978,0.200421005,Natural Gas,Production,
10829,Other Middle East,1978,0,Natural Gas,Production,
10830,Total Middle East,1978,1.082506306,Natural Gas,Production,
10831,Algeria,1978,0.414067507,Natural Gas,Production,
10832,Egypt,1978,0.025641,Natural Gas,Production,
10833,Libya,1978,0.175138205,Natural Gas,Production,
10834,Nigeria,1978,0.0357561,Natural Gas,Production,
10835,Other Africa,1978,0.021482196,Natural Gas,Production,
10836,Total Africa,1978,0.672085007,Natural Gas,Production,
10837,Australia,1978,0.301411361,Natural Gas,Production,
10838,Bangladesh,1978,0.031011751,Natural Gas,Production,
10839,Brunei,1978,0.288364053,Natural Gas,Production,
10840,China,1978,0.498168141,Natural Gas,Production,
10841,India,1978,0.055457324,Natural Gas,Production,
10842,Indonesia,1978,0.397555202,Natural Gas,Production,
10843,Malaysia,1978,0.085160144,Natural Gas,Production,
10844,Myanmar,1978,0.0095499,Natural Gas,Production,
10845,Pakistan,1978,0.156913206,Natural Gas,Production,
10846,Thailand,1978,0,Natural Gas,Production,
10847,Vietnam,1978,0,Natural Gas,Production,
10848,Other Asia Pacific,1978,0.307316583,Natural Gas,Production,
10849,Total Asia Pacific,1978,2.130907663,Natural Gas,Production,
10850,Total World,1978,47.54376145,Natural Gas,Production,
10851,of which: OECD,1978,29.16046348,Natural Gas,Production,
10852,                 Non-OECD,1978,18.38329797,Natural Gas,Production,
10853,                 European Union #,1978,6.13421958,Natural Gas,Production,
10854,Canada,1979,2.774060965,Natural Gas,Production,
10855,Mexico,1979,0.747556746,Natural Gas,Production,
10856,US,1979,19.06350136,Natural Gas,Production,
10857,Total North America,1979,22.58511907,Natural Gas,Production,
10858,Argentina,1979,0.2531223,Natural Gas,Production,
10859,Bolivia,1979,0.074943721,Natural Gas,Production,
10860,Brazil,1979,0.031313188,Natural Gas,Production,
10861,Colombia,1979,0.093801603,Natural Gas,Production,
10862,Peru,1979,0.021275099,Natural Gas,Production,
10863,Trinidad & Tobago,1979,0.090275399,Natural Gas,Production,
10864,Venezuela,1979,0.574704707,Natural Gas,Production,
10865,Other S. & Cent. America,1979,0.03348612,Natural Gas,Production,
10866,Total S. & Cent. America,1979,1.172922137,Natural Gas,Production,
10867,Denmark,1979,0,Natural Gas,Production,
10868,Germany,1979,0.73081708,Natural Gas,Production,
10869,Italy,1979,0.461730599,Natural Gas,Production,
10870,Netherlands,1979,2.976000071,Natural Gas,Production,
10871,Norway,1979,0.738529265,Natural Gas,Production,
10872,Poland,1979,0.223948807,Natural Gas,Production,
10873,Romania,1979,1.12869215,Natural Gas,Production,
10874,Ukraine,1979,0,Natural Gas,Production,
10875,United Kingdom,1979,1.378964424,Natural Gas,Production,
10876,Other Europe,1979,0.719947076,Natural Gas,Production,
10877,Total Europe,1979,8.358629471,Natural Gas,Production,
10878,Azerbaijan,1979,0,Natural Gas,Production,
10879,Kazakhstan,1979,0,Natural Gas,Production,
10880,Russian Federation,1979,0,Natural Gas,Production,
10881,Turkmenistan,1979,0,Natural Gas,Production,
10882,Uzbekistan,1979,0,Natural Gas,Production,
10883,Other CIS,1979,0,Natural Gas,Production,
10884,Total CIS,1979,13.8652153,Natural Gas,Production,
10885,Bahrain,1979,0.108479992,Natural Gas,Production,
10886,Iran,1979,0.306020349,Natural Gas,Production,
10887,Iraq,1979,0.059884202,Natural Gas,Production,
10888,Israel,1979,0.001383519,Natural Gas,Production,
10889,Kuwait,1979,0.213784203,Natural Gas,Production,
10890,Oman,1979,0.0183222,Natural Gas,Production,
10891,Qatar,1979,0.162528127,Natural Gas,Production,
10892,Saudi Arabia,1979,0.238373995,Natural Gas,Production,
10893,Syria,1979,0.001251,Natural Gas,Production,
10894,United Arab Emirates,1979,0.214460999,Natural Gas,Production,
10895,Other Middle East,1979,0,Natural Gas,Production,
10896,Total Middle East,1979,1.324488585,Natural Gas,Production,
10897,Algeria,1979,0.678724229,Natural Gas,Production,
10898,Egypt,1979,0.038807999,Natural Gas,Production,
10899,Libya,1979,0.232047006,Natural Gas,Production,
10900,Nigeria,1979,0.047127601,Natural Gas,Production,
10901,Other Africa,1979,0.023281003,Natural Gas,Production,
10902,Total Africa,1979,1.019987839,Natural Gas,Production,
10903,Australia,1979,0.34695065,Natural Gas,Production,
10904,Bangladesh,1979,0.035516251,Natural Gas,Production,
10905,Brunei,1979,0.302105695,Natural Gas,Production,
10906,China,1979,0.526469052,Natural Gas,Production,
10907,India,1979,0.068970822,Natural Gas,Production,
10908,Indonesia,1979,0.576601207,Natural Gas,Production,
10909,Malaysia,1979,0.105674818,Natural Gas,Production,
10910,Myanmar,1979,0.0095499,Natural Gas,Production,
10911,Pakistan,1979,0.176752806,Natural Gas,Production,
10912,Thailand,1979,0,Natural Gas,Production,
10913,Vietnam,1979,0,Natural Gas,Production,
10914,Other Asia Pacific,1979,0.274307769,Natural Gas,Production,
10915,Total Asia Pacific,1979,2.42289897,Natural Gas,Production,
10916,Total World,1979,50.74926137,Natural Gas,Production,
10917,of which: OECD,1979,30.33040507,Natural Gas,Production,
10918,                 Non-OECD,1979,20.4188563,Natural Gas,Production,
10919,                 European Union #,1979,6.161607281,Natural Gas,Production,
10920,Canada,1980,2.564206123,Natural Gas,Production,
10921,Mexico,1980,0.904148698,Natural Gas,Production,
10922,US,1980,18.90326691,Natural Gas,Production,
10923,Total North America,1980,22.37162173,Natural Gas,Production,
10924,Argentina,1980,0.293926448,Natural Gas,Production,
10925,Bolivia,1980,0.091900259,Natural Gas,Production,
10926,Brazil,1980,0.036605045,Natural Gas,Production,
10927,Colombia,1980,0.100241102,Natural Gas,Production,
10928,Peru,1980,0.022869,Natural Gas,Production,
10929,Trinidad & Tobago,1980,0.101997003,Natural Gas,Production,
10930,Venezuela,1980,0.591627777,Natural Gas,Production,
10931,Other S. & Cent. America,1980,0.02998314,Natural Gas,Production,
10932,Total S. & Cent. America,1980,1.269149774,Natural Gas,Production,
10933,Denmark,1980,0,Natural Gas,Production,
10934,Germany,1980,0.665335774,Natural Gas,Production,
10935,Italy,1980,0.429682493,Natural Gas,Production,
10936,Netherlands,1980,2.878000021,Natural Gas,Production,
10937,Norway,1980,0.896405578,Natural Gas,Production,
10938,Poland,1980,0.1902069,Natural Gas,Production,
10939,Romania,1980,1.165442467,Natural Gas,Production,
10940,Ukraine,1980,0,Natural Gas,Production,
10941,United Kingdom,1980,1.310928941,Natural Gas,Production,
10942,Other Europe,1980,0.691962019,Natural Gas,Production,
10943,Total Europe,1980,8.227964193,Natural Gas,Production,
10944,Azerbaijan,1980,0,Natural Gas,Production,
10945,Kazakhstan,1980,0,Natural Gas,Production,
10946,Russian Federation,1980,0,Natural Gas,Production,
10947,Turkmenistan,1980,0,Natural Gas,Production,
10948,Uzbekistan,1980,0,Natural Gas,Production,
10949,Other CIS,1980,0,Natural Gas,Production,
10950,Total CIS,1980,14.8405962,Natural Gas,Production,
10951,Bahrain,1980,0.088048406,Natural Gas,Production,
10952,Iran,1980,0.163274541,Natural Gas,Production,
10953,Iraq,1980,0.0438102,Natural Gas,Production,
10954,Israel,1980,6.58E-05,Natural Gas,Production,
10955,Kuwait,1980,0.139228195,Natural Gas,Production,
10956,Oman,1980,0.023259016,Natural Gas,Production,
10957,Qatar,1980,0.17664966,Natural Gas,Production,
10958,Saudi Arabia,1980,0.332560807,Natural Gas,Production,
10959,Syria,1980,0.0016839,Natural Gas,Production,
10960,United Arab Emirates,1980,0.263951987,Natural Gas,Production,
10961,Other Middle East,1980,0,Natural Gas,Production,
10962,Total Middle East,1980,1.232532502,Natural Gas,Production,
10963,Algeria,1980,0.554750979,Natural Gas,Production,
10964,Egypt,1980,0.075537004,Natural Gas,Production,
10965,Libya,1980,0.176814005,Natural Gas,Production,
10966,Nigeria,1980,0.056960098,Natural Gas,Production,
10967,Other Africa,1980,0.029830099,Natural Gas,Production,
10968,Total Africa,1980,0.893892185,Natural Gas,Production,
10969,Australia,1980,0.398397177,Natural Gas,Production,
10970,Bangladesh,1980,0.044248048,Natural Gas,Production,
10971,Brunei,1980,0.303228915,Natural Gas,Production,
10972,China,1980,0.517761052,Natural Gas,Production,
10973,India,1980,0.040791713,Natural Gas,Production,
10974,Indonesia,1980,0.676355422,Natural Gas,Production,
10975,Malaysia,1980,0.093993656,Natural Gas,Production,
10976,Myanmar,1980,0.0123795,Natural Gas,Production,
10977,Pakistan,1980,0.215830803,Natural Gas,Production,
10978,Thailand,1980,0,Natural Gas,Production,
10979,Vietnam,1980,0,Natural Gas,Production,
10980,Other Asia Pacific,1980,0.281274382,Natural Gas,Production,
10981,Total Asia Pacific,1980,2.584260668,Natural Gas,Production,
10982,Total World,1980,51.42001725,Natural Gas,Production,
10983,of which: OECD,1980,29.98768958,Natural Gas,Production,
10984,                 Non-OECD,1980,21.43232766,Natural Gas,Production,
10985,                 European Union #,1980,5.938583649,Natural Gas,Production,
10986,Canada,1981,2.477795362,Natural Gas,Production,
10987,Mexico,1981,0.974084675,Natural Gas,Production,
10988,US,1981,18.70533752,Natural Gas,Production,
10989,Total North America,1981,22.15721756,Natural Gas,Production,
10990,Argentina,1981,0.305829853,Natural Gas,Production,
10991,Bolivia,1981,0.098012991,Natural Gas,Production,
10992,Brazil,1981,0.032846,Natural Gas,Production,
10993,Colombia,1981,0.1098684,Natural Gas,Production,
10994,Peru,1981,0.026264699,Natural Gas,Production,
10995,Trinidad & Tobago,1981,0.112354197,Natural Gas,Production,
10996,Venezuela,1981,0.594824553,Natural Gas,Production,
10997,Other S. & Cent. America,1981,0.030343824,Natural Gas,Production,
10998,Total S. & Cent. America,1981,1.310344517,Natural Gas,Production,
10999,Denmark,1981,0,Natural Gas,Production,
11000,Germany,1981,0.681572676,Natural Gas,Production,
11001,Italy,1981,0.481531501,Natural Gas,Production,
11002,Netherlands,1981,2.671999931,Natural Gas,Production,
11003,Norway,1981,0.891503572,Natural Gas,Production,
11004,Poland,1981,0.169052407,Natural Gas,Production,
11005,Romania,1981,1.226698518,Natural Gas,Production,
11006,Ukraine,1981,0,Natural Gas,Production,
11007,United Kingdom,1981,1.30799818,Natural Gas,Production,
11008,Other Europe,1981,0.661606447,Natural Gas,Production,
11009,Total Europe,1981,8.091963233,Natural Gas,Production,
11010,Azerbaijan,1981,0,Natural Gas,Production,
11011,Kazakhstan,1981,0,Natural Gas,Production,
11012,Russian Federation,1981,0,Natural Gas,Production,
11013,Turkmenistan,1981,0,Natural Gas,Production,
11014,Uzbekistan,1981,0,Natural Gas,Production,
11015,Other CIS,1981,0,Natural Gas,Production,
11016,Total CIS,1981,15.86702442,Natural Gas,Production,
11017,Bahrain,1981,0.081642598,Natural Gas,Production,
11018,Iran,1981,0.177409455,Natural Gas,Production,
11019,Iraq,1981,0.021204,Natural Gas,Production,
11020,Israel,1981,6.97E-05,Natural Gas,Production,
11021,Kuwait,1981,0.160192803,Natural Gas,Production,
11022,Oman,1981,0.027415439,Natural Gas,Production,
11023,Qatar,1981,0.161074981,Natural Gas,Production,
11024,Saudi Arabia,1981,0.387759596,Natural Gas,Production,
11025,Syria,1981,0.0016992,Natural Gas,Production,
11026,United Arab Emirates,1981,0.310986012,Natural Gas,Production,
11027,Other Middle East,1981,0,Natural Gas,Production,
11028,Total Middle East,1981,1.329453745,Natural Gas,Production,
11029,Algeria,1981,0.643134356,Natural Gas,Production,
11030,Egypt,1981,0.084546,Natural Gas,Production,
11031,Libya,1981,0.107730001,Natural Gas,Production,
11032,Nigeria,1981,0.083892599,Natural Gas,Production,
11033,Other Africa,1981,0.033789995,Natural Gas,Production,
11034,Total Africa,1981,0.95309295,Natural Gas,Production,
11035,Australia,1981,0.431799799,Natural Gas,Production,
11036,Bangladesh,1981,0.049009882,Natural Gas,Production,
11037,Brunei,1981,0.29357639,Natural Gas,Production,
11038,China,1981,0.462247789,Natural Gas,Production,
11039,India,1981,0.071214415,Natural Gas,Production,
11040,Indonesia,1981,0.685855806,Natural Gas,Production,
11041,Malaysia,1981,0.079172388,Natural Gas,Production,
11042,Myanmar,1981,0.0148554,Natural Gas,Production,
11043,Pakistan,1981,0.235369802,Natural Gas,Production,
11044,Thailand,1981,0.00981202,Natural Gas,Production,
11045,Vietnam,1981,0.0003474,Natural Gas,Production,
11046,Other Asia Pacific,1981,0.269172717,Natural Gas,Production,
11047,Total Asia Pacific,1981,2.602433806,Natural Gas,Production,
11048,Total World,1981,52.31153023,Natural Gas,Production,
11049,of which: OECD,1981,29.62667955,Natural Gas,Production,
11050,                 Non-OECD,1981,22.68485068,Natural Gas,Production,
11051,                 European Union #,1981,5.81445218,Natural Gas,Production,
11052,Canada,1982,2.600896597,Natural Gas,Production,
11053,Mexico,1982,1.038683176,Natural Gas,Production,
11054,US,1982,17.39483452,Natural Gas,Production,
11055,Total North America,1982,21.03441429,Natural Gas,Production,
11056,Argentina,1982,0.342747897,Natural Gas,Production,
11057,Bolivia,1982,0.101655506,Natural Gas,Production,
11058,Brazil,1982,0.046933286,Natural Gas,Production,
11059,Colombia,1982,0.117129602,Natural Gas,Production,
11060,Peru,1982,0.027564075,Natural Gas,Production,
11061,Trinidad & Tobago,1982,0.136552498,Natural Gas,Production,
11062,Venezuela,1982,0.634684682,Natural Gas,Production,
11063,Other S. & Cent. America,1982,0.032042844,Natural Gas,Production,
11064,Total S. & Cent. America,1982,1.439310388,Natural Gas,Production,
11065,Denmark,1982,0,Natural Gas,Production,
11066,Germany,1982,0.598329008,Natural Gas,Production,
11067,Italy,1982,0.494426697,Natural Gas,Production,
11068,Netherlands,1982,2.285000086,Natural Gas,Production,
11069,Norway,1982,0.856092095,Natural Gas,Production,
11070,Poland,1982,0.155800804,Natural Gas,Production,
11071,Romania,1982,1.24028492,Natural Gas,Production,
11072,Ukraine,1982,0,Natural Gas,Production,
11073,United Kingdom,1982,1.329434633,Natural Gas,Production,
11074,Other Europe,1982,0.681217417,Natural Gas,Production,
11075,Total Europe,1982,7.640585661,Natural Gas,Production,
11076,Azerbaijan,1982,0,Natural Gas,Production,
11077,Kazakhstan,1982,0,Natural Gas,Production,
11078,Russian Federation,1982,0,Natural Gas,Production,
11079,Turkmenistan,1982,0,Natural Gas,Production,
11080,Uzbekistan,1982,0,Natural Gas,Production,
11081,Other CIS,1982,0,Natural Gas,Production,
11082,Total CIS,1982,17.07418633,Natural Gas,Production,
11083,Bahrain,1982,0.12891157,Natural Gas,Production,
11084,Iran,1982,0.242967695,Natural Gas,Production,
11085,Iraq,1982,0.023256,Natural Gas,Production,
11086,Israel,1982,0.001550896,Natural Gas,Production,
11087,Kuwait,1982,0.125685006,Natural Gas,Production,
11088,Oman,1982,0.029994121,Natural Gas,Production,
11089,Qatar,1982,0.188349307,Natural Gas,Production,
11090,Saudi Arabia,1982,0.410981387,Natural Gas,Production,
11091,Syria,1982,0.001773,Natural Gas,Production,
11092,United Arab Emirates,1982,0.33344999,Natural Gas,Production,
11093,Other Middle East,1982,0,Natural Gas,Production,
11094,Total Middle East,1982,1.486918971,Natural Gas,Production,
11095,Algeria,1982,0.839160323,Natural Gas,Production,
11096,Egypt,1982,0.092515498,Natural Gas,Production,
11097,Libya,1982,0.114569999,Natural Gas,Production,
11098,Nigeria,1982,0.087398097,Natural Gas,Production,
11099,Other Africa,1982,0.03676249,Natural Gas,Production,
11100,Total Africa,1982,1.170406408,Natural Gas,Production,
11101,Australia,1982,0.421131015,Natural Gas,Production,
11102,Bangladesh,1982,0.063629448,Natural Gas,Production,
11103,Brunei,1982,0.293225408,Natural Gas,Production,
11104,China,1982,0.432858407,Natural Gas,Production,
11105,India,1982,0.093364425,Natural Gas,Production,
11106,Indonesia,1982,0.697183192,Natural Gas,Production,
11107,Malaysia,1982,0.099603973,Natural Gas,Production,
11108,Myanmar,1982,0.0159165,Natural Gas,Production,
11109,Pakistan,1982,0.256712407,Natural Gas,Production,
11110,Thailand,1982,0.050009649,Natural Gas,Production,
11111,Vietnam,1982,0.00066006,Natural Gas,Production,
11112,Other Asia Pacific,1982,0.28082554,Natural Gas,Production,
11113,Total Asia Pacific,1982,2.705120025,Natural Gas,Production,
11114,Total World,1982,52.55094207,Natural Gas,Production,
11115,of which: OECD,1982,28.06577735,Natural Gas,Production,
11116,                 Non-OECD,1982,24.48516472,Natural Gas,Production,
11117,                 European Union #,1982,5.374479949,Natural Gas,Production,
11118,Canada,1983,2.446248531,Natural Gas,Production,
